/m/02s6sh	/people/person/places_lived./people/place_lived/location	/m/01zmqw
/m/01kb2j	/people/person/places_lived./people/place_lived/location	/m/02z0j
/m/01d6jf	/people/person/places_lived./people/place_lived/location	/m/01531
/m/099p5	/people/person/places_lived./people/place_lived/location	/m/02frhbc
/m/0dw3l	/people/person/places_lived./people/place_lived/location	/m/0gdk0
/m/017f4y	/people/person/places_lived./people/place_lived/location	/m/01p8s
/m/01938t	/people/person/places_lived./people/place_lived/location	/m/0cr3d
/m/0c7xjb	/people/person/places_lived./people/place_lived/location	/m/013m_x
/m/0kv4k	/location/location/adjoin_s./location/adjoining_relationship/adjoins	/m/0kq39
/m/088xp	/location/location/adjoin_s./location/adjoining_relationship/adjoins	/m/05rznz
/m/0mk7z	/location/location/adjoin_s./location/adjoining_relationship/adjoins	/m/0mk1z
/m/04ych	/location/location/adjoin_s./location/adjoining_relationship/adjoins	/m/05fhy
/m/0k3kg	/location/location/adjoin_s./location/adjoining_relationship/adjoins	/m/0k3ll
/m/0j3b	/location/location/adjoin_s./location/adjoining_relationship/adjoins	/m/059f4
/m/06bnz	/location/location/adjoin_s./location/adjoining_relationship/adjoins	/m/0jhd
/m/0mnlq	/location/location/adjoin_s./location/adjoining_relationship/adjoins	/m/0cc07
/m/05qd_	/film/film_distributor/films_distributed./film/film_film_distributor_relationship/film	/m/06_x996
/m/032dg7	/film/film_distributor/films_distributed./film/film_film_distributor_relationship/film	/m/016z9n
/m/01795t	/film/film_distributor/films_distributed./film/film_film_distributor_relationship/film	/m/02rn00y
/m/01gb54	/film/film_distributor/films_distributed./film/film_film_distributor_relationship/film	/m/072x7s
/m/02rr_z4	/film/film_distributor/films_distributed./film/film_film_distributor_relationship/film	/m/02qd04y
/m/024rbz	/film/film_distributor/films_distributed./film/film_film_distributor_relationship/film	/m/0gys2jp
/m/032j_n	/film/film_distributor/films_distributed./film/film_film_distributor_relationship/film	/m/04tqtl
/m/086k8	/film/film_distributor/films_distributed./film/film_film_distributor_relationship/film	/m/017n9
/m/03bkbh	/people/ethnicity/people	/m/016z68
/m/041rx	/people/ethnicity/people	/m/016yvw
/m/02w7gg	/people/ethnicity/people	/m/01pk8v
/m/0x67	/people/ethnicity/people	/m/014g_s
/m/02g7sp	/people/ethnicity/people	/m/03j24kf
/m/033tf_	/people/ethnicity/people	/m/012s5j
/m/0x67	/people/ethnicity/people	/m/053yx
/m/025rpb0	/people/ethnicity/people	/m/03f0qd7
/m/0dn3n	/award/award_nominee/award_nominations./award/award_nomination/award_nominee	/m/01z5tr
/m/045w_4	/award/award_nominee/award_nominations./award/award_nomination/award_nominee	/m/0g28b1
/m/0f7hc	/award/award_nominee/award_nominations./award/award_nomination/award_nominee	/m/02ktrs
